interaction,user_id,week,timestamp,topic,question_id,question_topic,difficulty,time_spent_s,avg_time_all_users_s,correct
23,user_careless,2,2026-01-09 23:13:47,Calculus,Q2169,Differential Equations,2,136,206,1
24,user_careless,2,2026-01-11 11:19:06,Calculus,Q3959,Differential Equations,2,235,211,0
25,user_careless,2,2026-01-11 13:23:54,Calculus,Q5119,Differential Equations,4,88,171,0
26,user_careless,2,2026-01-11 13:38:16,Calculus,Q7413,Differential Equations,2,33,144,0
27,user_careless,2,2026-01-11 16:15:23,Calculus,Q7431,Differential Equations,4,42,178,0
28,user_careless,2,2026-01-12 20:42:19,Calculus,Q5824,Differential Equations,5,241,222,1
29,user_careless,2,2026-01-13 10:22:30,Calculus,Q2096,Differential Equations,4,220,231,0
30,user_careless,2,2026-01-13 22:18:19,Calculus,Q9605,Differential Equations,2,196,215,1
31,user_careless,2,2026-01-14 04:16:01,Calculus,Q6267,Differential Equations,2,170,154,0
32,user_careless,2,2026-01-14 05:47:48,Calculus,Q7271,Differential Equations,3,229,173,1
33,user_careless,2,2026-01-14 12:28:04,Calculus,Q1860,Differential Equations,5,116,204,0
34,user_careless,2,2026-01-14 12:43:32,Calculus,Q1909,Differential Equations,2,58,208,0
35,user_careless,2,2026-01-14 16:25:59,Calculus,Q5436,Differential Equations,3,267,253,1
36,user_careless,3,2026-01-15 01:48:35,Calculus,Q6245,Differential Equations,2,135,223,0
37,user_careless,3,2026-01-15 22:47:19,Calculus,Q5048,Differential Equations,3,200,151,1
38,user_careless,3,2026-01-16 20:53:23,Calculus,Q9992,Differential Equations,5,242,249,0
39,user_careless,3,2026-01-17 00:46:36,Calculus,Q2646,Differential Equations,5,220,241,0
40,user_careless,3,2026-01-17 01:04:09,Calculus,Q4251,Differential Equations,5,270,202,1
41,user_careless,3,2026-01-17 01:12:20,Calculus,Q8149,Differential Equations,5,47,166,0
42,user_careless,3,2026-01-17 10:12:15,Calculus,Q2013,Differential Equations,4,245,258,0
43,user_careless,3,2026-01-17 11:44:22,Calculus,Q7045,Differential Equations,4,86,251,0
44,user_careless,3,2026-01-17 22:49:50,Calculus,Q7029,Differential Equations,2,298,252,0
45,user_careless,3,2026-01-17 23:12:52,Calculus,Q3495,Differential Equations,4,165,247,0
46,user_careless,3,2026-01-18 18:16:11,Calculus,Q5563,Differential Equations,4,215,210,0
47,user_careless,3,2026-01-19 12:40:46,Calculus,Q9702,Differential Equations,3,57,253,0
48,user_careless,3,2026-01-19 15:51:07,Calculus,Q7571,Differential Equations,3,156,246,1
49,user_careless,3,2026-01-19 21:45:02,Calculus,Q9502,Differential Equations,5,265,223,0
50,user_careless,3,2026-01-20 14:15:44,Calculus,Q6315,Differential Equations,3,238,204,0
51,user_careless,3,2026-01-20 15:54:34,Calculus,Q1260,Differential Equations,3,154,142,0
52,user_careless,3,2026-01-21 06:16:14,Calculus,Q2098,Differential Equations,4,162,186,1
53,user_careless,3,2026-01-21 08:09:44,Calculus,Q9816,Differential Equations,4,255,247,0
54,user_careless,4,2026-01-22 03:06:39,Calculus,Q7333,Differential Equations,2,112,255,0
55,user_careless,4,2026-01-22 19:29:56,Calculus,Q4714,Differential Equations,3,215,164,1
56,user_careless,4,2026-01-22 20:04:28,Calculus,Q2729,Differential Equations,2,219,175,0
57,user_careless,4,2026-01-22 23:21:20,Calculus,Q8119,Differential Equations,5,216,217,1
58,user_careless,4,2026-01-23 05:20:15,Calculus,Q4609,Differential Equations,5,117,167,0
59,user_careless,4,2026-01-23 06:14:38,Calculus,Q1399,Differential Equations,2,134,160,0
60,user_careless,4,2026-01-23 16:11:55,Calculus,Q8298,Differential Equations,3,187,211,0
61,user_careless,4,2026-01-25 17:08:12,Calculus,Q2032,Differential Equations,2,297,226,1
62,user_careless,4,2026-01-26 12:15:30,Calculus,Q8451,Differential Equations,5,206,176,0
63,user_careless,4,2026-01-26 17:28:16,Calculus,Q8215,Differential Equations,2,193,177,1
64,user_careless,4,2026-01-26 21:10:06,Calculus,Q5748,Differential Equations,3,67,185,0
65,user_careless,4,2026-01-27 04:16:56,Calculus,Q1250,Differential Equations,2,289,208,0
66,user_careless,4,2026-01-27 18:42:19,Calculus,Q1996,Differential Equations,4,64,199,0
67,user_careless,4,2026-01-27 19:03:00,Calculus,Q5420,Differential Equations,4,41,155,0
68,user_careless,4,2026-01-27 20:57:31,Calculus,Q4749,Differential Equations,2,87,164,1
69,user_careless,4,2026-01-28 03:51:12,Calculus,Q6527,Differential Equations,3,215,196,1
70,user_careless,4,2026-01-28 23:36:31,Calculus,Q1094,Differential Equations,2,59,247,0
71,user_careless,5,2026-01-29 01:52:49,Calculus,Q8433,Differential Equations,5,141,184,0
72,user_careless,5,2026-01-29 15:52:34,Calculus,Q3916,Differential Equations,5,259,210,1
73,user_careless,5,2026-01-29 16:36:27,Calculus,Q6639,Differential Equations,3,182,192,0
74,user_careless,5,2026-01-30 02:28:18,Calculus,Q8731,Differential Equations,4,106,150,0
75,user_careless,5,2026-01-30 14:03:13,Calculus,Q9111,Differential Equations,4,298,236,1
76,user_careless,5,2026-01-30 19:48:18,Calculus,Q1018,Differential Equations,3,208,157,0
77,user_careless,5,2026-01-30 20:28:00,Calculus,Q2460,Differential Equations,5,53,148,0
78,user_careless,5,2026-01-31 16:18:45,Calculus,Q4068,Differential Equations,3,338,245,0
79,user_careless,5,2026-02-01 11:16:35,Calculus,Q3389,Differential Equations,2,244,256,0
80,user_careless,5,2026-02-01 13:24:51,Calculus,Q3730,Differential Equations,5,269,209,0
81,user_careless,5,2026-02-02 10:11:31,Calculus,Q8964,Differential Equations,3,46,144,0
82,user_careless,5,2026-02-04 10:10:03,Calculus,Q4580,Differential Equations,3,107,200,0
83,user_careless,5,2026-02-04 16:21:26,Calculus,Q8529,Differential Equations,3,63,187,0
84,user_careless,5,2026-02-04 23:09:25,Calculus,Q9670,Differential Equations,3,52,255,0
85,user_careless,6,2026-02-05 00:36:24,Calculus,Q1318,Differential Equations,3,221,179,1
86,user_careless,6,2026-02-05 03:08:45,Calculus,Q7200,Differential Equations,3,261,226,1
87,user_careless,6,2026-02-05 10:08:16,Calculus,Q2120,Differential Equations,2,223,186,0
88,user_careless,6,2026-02-06 03:18:40,Calculus,Q4864,Differential Equations,5,118,143,0
89,user_careless,6,2026-02-06 09:28:18,Calculus,Q5226,Differential Equations,4,125,150,1
90,user_careless,6,2026-02-06 16:08:02,Calculus,Q1736,Differential Equations,2,166,223,0
91,user_careless,6,2026-02-07 15:13:10,Calculus,Q7343,Differential Equations,5,40,143,0
92,user_careless,6,2026-02-07 23:23:05,Calculus,Q4421,Differential Equations,4,69,257,0
93,user_careless,6,2026-02-09 03:01:12,Calculus,Q3644,Differential Equations,5,207,209,1
94,user_careless,6,2026-02-09 07:47:25,Calculus,Q5069,Differential Equations,2,207,159,0
95,user_careless,6,2026-02-09 16:33:01,Calculus,Q8925,Differential Equations,3,183,176,1
96,user_careless,6,2026-02-10 10:31:53,Calculus,Q2238,Differential Equations,3,81,194,0
97,user_careless,6,2026-02-10 16:25:55,Calculus,Q4842,Differential Equations,2,186,165,0
98,user_careless,6,2026-02-11 05:39:21,Calculus,Q3791,Differential Equations,3,109,255,0
99,user_careless,6,2026-02-11 06:07:27,Calculus,Q6772,Differential Equations,4,203,254,1
100,user_careless,6,2026-02-11 09:19:19,Calculus,Q6321,Differential Equations,3,148,205,0
101,user_careless,6,2026-02-11 12:52:41,Calculus,Q6082,Differential Equations,3,201,253,0
102,user_careless,6,2026-02-11 19:52:47,Calculus,Q3562,Differential Equations,4,272,200,1
103,user_careless,6,2026-02-11 22:15:00,Calculus,Q9504,Differential Equations,4,199,162,1
104,user_careless,7,2026-02-12 13:37:59,Calculus,Q6984,Differential Equations,4,254,228,1
105,user_careless,7,2026-02-12 15:16:44,Calculus,Q5058,Differential Equations,3,253,247,1
106,user_careless,7,2026-02-13 01:12:14,Calculus,Q9584,Differential Equations,2,157,160,1
107,user_careless,7,2026-02-13 03:51:12,Calculus,Q7994,Differential Equations,3,67,239,1
108,user_careless,7,2026-02-14 04:16:29,Calculus,Q7176,Differential Equations,5,128,189,0
109,user_careless,7,2026-02-14 08:47:59,Calculus,Q4068,Differential Equations,3,284,216,1
110,user_careless,7,2026-02-14 14:03:28,Calculus,Q3142,Differential Equations,3,146,172,0
111,user_careless,7,2026-02-14 21:59:36,Calculus,Q8612,Differential Equations,5,347,259,1
112,user_careless,7,2026-02-15 12:34:52,Calculus,Q3747,Differential Equations,2,169,157,0
113,user_careless,7,2026-02-15 13:22:32,Calculus,Q3016,Differential Equations,3,221,199,1
114,user_careless,7,2026-02-15 19:33:24,Calculus,Q4151,Differential Equations,4,230,251,0
115,user_careless,7,2026-02-16 10:43:28,Calculus,Q2398,Differential Equations,5,149,169,1
116,user_careless,7,2026-02-16 13:44:12,Calculus,Q7921,Differential Equations,4,196,195,1
117,user_careless,7,2026-02-16 20:04:03,Calculus,Q3546,Differential Equations,4,164,234,0
118,user_careless,7,2026-02-18 03:46:02,Calculus,Q7253,Differential Equations,2,167,214,1
119,user_careless,7,2026-02-18 04:35:33,Calculus,Q1283,Differential Equations,3,159,241,0
120,user_careless,7,2026-02-18 08:14:18,Calculus,Q7603,Differential Equations,4,94,217,0
121,user_careless,7,2026-02-18 13:22:20,Calculus,Q1029,Differential Equations,5,192,200,0
122,user_careless,8,2026-02-19 09:20:50,Calculus,Q2049,Differential Equations,2,158,161,1
123,user_careless,8,2026-02-19 18:20:29,Calculus,Q9766,Differential Equations,4,308,234,0
124,user_careless,8,2026-02-19 23:54:34,Calculus,Q7020,Differential Equations,4,50,175,0
125,user_careless,8,2026-02-20 08:26:52,Calculus,Q3992,Differential Equations,2,216,253,1
126,user_careless,8,2026-02-21 02:34:11,Calculus,Q3963,Differential Equations,4,104,158,1
127,user_careless,8,2026-02-21 03:38:49,Calculus,Q4930,Differential Equations,4,149,160,1
128,user_careless,8,2026-02-21 10:15:20,Calculus,Q8570,Differential Equations,3,232,200,0
129,user_careless,8,2026-02-22 11:08:13,Calculus,Q3685,Differential Equations,2,209,219,1
130,user_careless,8,2026-02-22 12:16:43,Calculus,Q8637,Differential Equations,2,336,255,0
131,user_careless,8,2026-02-22 20:30:09,Calculus,Q3239,Differential Equations,3,86,201,0
132,user_careless,8,2026-02-23 07:10:02,Calculus,Q6394,Differential Equations,4,263,215,0
133,user_careless,8,2026-02-24 07:30:41,Calculus,Q7405,Differential Equations,2,72,169,1
134,user_careless,8,2026-02-24 13:38:23,Calculus,Q7528,Differential Equations,2,186,157,0
135,user_careless,8,2026-02-24 16:22:55,Calculus,Q5931,Differential Equations,4,266,204,1
136,user_careless,8,2026-02-25 13:06:21,Calculus,Q8142,Differential Equations,2,191,156,1
137,user_careless,8,2026-02-25 15:42:20,Calculus,Q5315,Differential Equations,5,220,235,1
138,user_careless,8,2026-02-25 21:06:22,Calculus,Q5908,Differential Equations,4,197,172,1
139,user_careless,9,2026-02-26 06:50:40,Calculus,Q5845,Differential Equations,2,194,202,0
140,user_careless,9,2026-02-26 10:21:36,Calculus,Q5717,Differential Equations,4,260,199,0
141,user_careless,9,2026-02-26 15:52:35,Calculus,Q8562,Differential Equations,2,198,259,0
142,user_careless,9,2026-02-26 22:56:22,Calculus,Q3737,Differential Equations,4,66,186,0
143,user_careless,9,2026-02-27 02:02:27,Calculus,Q7102,Differential Equations,3,166,259,1
144,user_careless,9,2026-02-28 04:55:34,Calculus,Q1911,Differential Equations,5,98,145,0
145,user_careless,9,2026-02-28 09:55:15,Calculus,Q1531,Differential Equations,2,220,212,0
146,user_careless,9,2026-02-28 11:15:54,Calculus,Q2178,Differential Equations,2,52,259,0
147,user_careless,9,2026-02-28 14:11:22,Calculus,Q2235,Differential Equations,5,114,159,1
148,user_careless,9,2026-03-02 16:16:00,Calculus,Q2573,Differential Equations,4,284,227,0
149,user_careless,9,2026-03-02 18:09:21,Calculus,Q5174,Differential Equations,2,91,159,0
150,user_careless,9,2026-03-03 01:58:51,Calculus,Q7973,Differential Equations,4,199,214,0
151,user_careless,9,2026-03-03 04:29:42,Calculus,Q7190,Differential Equations,2,226,191,1
152,user_careless,9,2026-03-03 04:44:33,Calculus,Q7888,Differential Equations,2,178,174,1
153,user_careless,9,2026-03-04 00:55:53,Calculus,Q8626,Differential Equations,4,293,227,0
154,user_careless,9,2026-03-04 08:49:47,Calculus,Q1357,Differential Equations,5,304,226,0
155,user_careless,9,2026-03-04 15:42:04,Calculus,Q5515,Differential Equations,3,39,179,1
156,user_careless,9,2026-03-04 17:34:48,Calculus,Q4282,Differential Equations,5,186,148,0
157,user_careless,10,2026-03-05 02:55:19,Calculus,Q4819,Differential Equations,2,136,248,0
158,user_careless,10,2026-03-05 08:02:49,Calculus,Q3035,Differential Equations,3,164,158,1
159,user_careless,10,2026-03-05 09:32:52,Calculus,Q4222,Differential Equations,3,237,181,0
160,user_careless,10,2026-03-05 16:49:19,Calculus,Q2037,Differential Equations,5,197,188,0
161,user_careless,10,2026-03-06 01:07:57,Calculus,Q7981,Differential Equations,2,77,250,1
162,user_careless,10,2026-03-07 04:23:04,Calculus,Q7597,Differential Equations,5,289,220,1
163,user_careless,10,2026-03-08 01:42:42,Calculus,Q9398,Differential Equations,2,192,225,0
164,user_careless,10,2026-03-09 01:19:51,Calculus,Q2807,Differential Equations,3,247,240,0
165,user_careless,10,2026-03-09 10:27:59,Calculus,Q6901,Differential Equations,3,171,162,0
166,user_careless,10,2026-03-09 11:53:53,Calculus,Q3864,Differential Equations,3,316,253,1
167,user_careless,10,2026-03-09 20:46:23,Calculus,Q9528,Differential Equations,3,127,208,0
168,user_careless,10,2026-03-10 21:48:47,Calculus,Q7097,Differential Equations,2,53,222,0
169,user_careless,10,2026-03-11 02:11:10,Calculus,Q2312,Differential Equations,4,142,219,0
170,user_careless,10,2026-03-11 03:55:19,Calculus,Q6810,Differential Equations,3,67,192,0
171,user_careless,11,2026-03-12 04:08:33,Calculus,Q7291,Differential Equations,3,201,184,0
172,user_careless,11,2026-03-12 19:15:05,Calculus,Q8110,Differential Equations,2,139,212,1
173,user_careless,11,2026-03-13 04:02:51,Calculus,Q6172,Differential Equations,5,197,177,1
174,user_careless,11,2026-03-13 17:53:46,Calculus,Q4000,Differential Equations,4,203,173,1
175,user_careless,11,2026-03-14 16:34:28,Calculus,Q4895,Differential Equations,4,311,229,1
176,user_careless,11,2026-03-14 18:22:08,Calculus,Q3577,Differential Equations,3,165,242,1
177,user_careless,11,2026-03-15 03:57:59,Calculus,Q8726,Differential Equations,4,316,258,0
178,user_careless,11,2026-03-15 16:00:35,Calculus,Q3763,Differential Equations,4,212,178,0
179,user_careless,11,2026-03-16 00:10:11,Calculus,Q1957,Differential Equations,2,306,251,0
180,user_careless,11,2026-03-16 01:02:12,Calculus,Q5443,Differential Equations,3,317,245,0
181,user_careless,11,2026-03-16 06:47:41,Calculus,Q6368,Differential Equations,5,130,214,0
182,user_careless,11,2026-03-16 15:26:14,Calculus,Q7849,Differential Equations,3,96,174,0
183,user_careless,11,2026-03-17 07:05:14,Calculus,Q1119,Differential Equations,2,211,157,1
184,user_careless,11,2026-03-17 09:59:47,Calculus,Q3689,Differential Equations,5,192,245,0
185,user_careless,11,2026-03-18 10:17:52,Calculus,Q4824,Differential Equations,3,297,217,1
186,user_careless,11,2026-03-18 12:07:01,Calculus,Q5338,Differential Equations,4,333,258,1
187,user_careless,11,2026-03-18 18:27:58,Calculus,Q3782,Differential Equations,2,248,204,1
188,user_careless,11,2026-03-18 19:22:59,Calculus,Q4583,Differential Equations,4,202,161,0
189,user_careless,11,2026-03-18 20:13:58,Calculus,Q9122,Differential Equations,5,266,248,0
190,user_careless,12,2026-03-19 11:04:48,Calculus,Q5527,Differential Equations,4,201,150,0
191,user_careless,12,2026-03-19 15:03:16,Calculus,Q4415,Differential Equations,4,321,235,1
192,user_careless,12,2026-03-19 16:09:57,Calculus,Q8751,Differential Equations,4,204,196,0
193,user_careless,12,2026-03-20 11:32:44,Calculus,Q8403,Differential Equations,4,51,178,0
194,user_careless,12,2026-03-20 11:34:18,Calculus,Q8684,Differential Equations,5,192,231,0
195,user_careless,12,2026-03-20 12:48:00,Calculus,Q9149,Differential Equations,4,242,227,0
196,user_careless,12,2026-03-21 14:13:54,Calculus,Q7726,Differential Equations,4,171,144,0
197,user_careless,12,2026-03-21 18:32:00,Calculus,Q8187,Differential Equations,5,232,183,0
198,user_careless,12,2026-03-23 01:38:36,Calculus,Q8121,Differential Equations,2,296,214,0
199,user_careless,12,2026-03-23 03:58:24,Calculus,Q1838,Differential Equations,3,258,231,0
200,user_careless,12,2026-03-23 04:14:29,Calculus,Q2549,Differential Equations,5,154,201,0
201,user_careless,12,2026-03-23 22:41:58,Calculus,Q2997,Differential Equations,3,44,194,0
202,user_careless,12,2026-03-25 09:51:46,Calculus,Q3036,Differential Equations,2,188,152,0
203,user_careless,12,2026-03-25 16:26:49,Calculus,Q6288,Differential Equations,5,212,176,0
204,user_careless,12,2026-03-25 23:43:10,Calculus,Q6084,Differential Equations,4,280,259,0
205,user_careless,13,2026-03-26 06:20:23,Calculus,Q7714,Differential Equations,5,164,244,0
206,user_careless,13,2026-03-26 18:14:10,Calculus,Q7688,Differential Equations,4,172,208,0
207,user_careless,13,2026-03-27 09:30:28,Calculus,Q9441,Differential Equations,4,51,205,0
208,user_careless,13,2026-03-27 11:26:10,Calculus,Q7264,Differential Equations,4,206,185,1
209,user_careless,13,2026-03-27 15:26:40,Calculus,Q4440,Differential Equations,3,153,243,0
210,user_careless,13,2026-03-27 19:00:01,Calculus,Q9493,Differential Equations,5,99,160,0
211,user_careless,13,2026-03-28 02:41:13,Calculus,Q4170,Differential Equations,3,340,245,1
212,user_careless,13,2026-03-28 09:07:56,Calculus,Q1595,Differential Equations,3,141,152,0
213,user_careless,13,2026-03-28 11:27:35,Calculus,Q7820,Differential Equations,3,243,221,1
214,user_careless,13,2026-03-30 00:03:02,Calculus,Q9609,Differential Equations,5,296,242,0
215,user_careless,13,2026-03-30 00:58:25,Calculus,Q2945,Differential Equations,4,192,186,0
216,user_careless,13,2026-03-30 03:35:59,Calculus,Q7326,Differential Equations,3,270,251,0
217,user_careless,13,2026-03-31 13:43:16,Calculus,Q7261,Differential Equations,4,205,169,0
218,user_careless,13,2026-03-31 13:45:46,Calculus,Q3397,Differential Equations,3,248,197,1
219,user_careless,13,2026-03-31 19:38:02,Calculus,Q8476,Differential Equations,5,86,240,0
220,user_careless,13,2026-04-01 04:43:13,Calculus,Q1511,Differential Equations,3,198,200,0
221,user_careless,13,2026-04-01 09:06:07,Calculus,Q1747,Differential Equations,2,347,250,1
222,user_careless,14,2026-04-02 22:37:29,Calculus,Q6805,Differential Equations,3,113,179,0
223,user_careless,14,2026-04-02 23:19:03,Calculus,Q4962,Differential Equations,5,326,243,1
224,user_careless,14,2026-04-03 16:06:53,Calculus,Q1258,Differential Equations,4,275,238,1
225,user_careless,14,2026-04-03 20:07:01,Calculus,Q4736,Differential Equations,2,218,254,0
226,user_careless,14,2026-04-03 22:52:42,Calculus,Q2240,Differential Equations,3,208,187,0
227,user_careless,14,2026-04-04 01:04:52,Calculus,Q4963,Differential Equations,2,102,241,0
228,user_careless,14,2026-04-04 02:53:12,Calculus,Q3115,Differential Equations,3,170,149,1
229,user_careless,14,2026-04-04 08:42:21,Calculus,Q7414,Differential Equations,3,228,201,1
230,user_careless,14,2026-04-04 09:03:13,Calculus,Q2439,Differential Equations,3,190,189,0
231,user_careless,14,2026-04-04 18:58:05,Calculus,Q5837,Differential Equations,5,160,196,0
232,user_careless,14,2026-04-05 07:10:40,Calculus,Q1636,Differential Equations,2,146,142,1
233,user_careless,14,2026-04-05 21:36:12,Calculus,Q4068,Differential Equations,5,102,245,1
234,user_careless,14,2026-04-06 19:45:57,Calculus,Q6712,Differential Equations,2,300,219,1
235,user_careless,14,2026-04-07 02:41:57,Calculus,Q2991,Differential Equations,5,198,215,1
236,user_careless,14,2026-04-07 04:37:14,Calculus,Q9062,Differential Equations,2,95,183,0
237,user_careless,14,2026-04-07 10:24:31,Calculus,Q1355,Differential Equations,3,249,225,1
238,user_careless,14,2026-04-08 04:56:42,Calculus,Q8543,Differential Equations,5,198,165,1
239,user_careless,14,2026-04-08 10:01:09,Calculus,Q9054,Differential Equations,3,93,246,0
240,user_careless,14,2026-04-08 21:36:18,Calculus,Q7480,Differential Equations,4,117,219,1
241,user_careless,15,2026-04-09 13:58:10,Calculus,Q4617,Differential Equations,2,280,212,1
242,user_careless,15,2026-04-09 19:40:57,Calculus,Q5458,Differential Equations,5,100,161,1
243,user_careless,15,2026-04-10 14:29:38,Calculus,Q2310,Differential Equations,5,219,242,1
244,user_careless,15,2026-04-13 01:00:17,Calculus,Q4477,Differential Equations,2,184,228,0
245,user_careless,15,2026-04-13 01:34:08,Calculus,Q6755,Differential Equations,2,108,158,0
246,user_careless,15,2026-04-13 06:31:09,Calculus,Q5528,Differential Equations,5,257,253,1
247,user_careless,15,2026-04-13 18:42:09,Calculus,Q8278,Differential Equations,3,87,207,0
248,user_careless,15,2026-04-13 19:22:17,Calculus,Q1144,Differential Equations,4,86,150,0
249,user_careless,15,2026-04-13 23:46:53,Calculus,Q7319,Differential Equations,3,50,249,1
250,user_careless,15,2026-04-14 11:28:03,Calculus,Q4339,Differential Equations,2,80,211,0
251,user_careless,15,2026-04-14 20:11:34,Calculus,Q1615,Differential Equations,2,203,248,0
252,user_careless,15,2026-04-14 21:54:49,Calculus,Q6046,Differential Equations,4,269,222,1
253,user_careless,15,2026-04-15 05:05:20,Calculus,Q9857,Differential Equations,4,53,238,0
254,user_careless,15,2026-04-15 16:12:15,Calculus,Q7763,Differential Equations,4,137,150,1
255,user_careless,15,2026-04-15 22:56:07,Calculus,Q4317,Differential Equations,2,196,157,0
256,user_careless,16,2026-04-17 05:40:26,Calculus,Q5249,Differential Equations,3,193,197,0
257,user_careless,16,2026-04-17 16:21:03,Calculus,Q1475,Differential Equations,5,220,226,1
258,user_careless,16,2026-04-17 21:16:00,Calculus,Q6990,Differential Equations,4,84,141,0
259,user_careless,16,2026-04-17 22:24:41,Calculus,Q5816,Differential Equations,5,133,206,1
260,user_careless,16,2026-04-18 07:50:59,Calculus,Q9926,Differential Equations,3,191,169,0
261,user_careless,16,2026-04-19 05:26:03,Calculus,Q3669,Differential Equations,4,256,222,0
262,user_careless,16,2026-04-19 22:20:34,Calculus,Q2844,Differential Equations,2,321,240,0
263,user_careless,16,2026-04-20 02:33:20,Calculus,Q4017,Differential Equations,2,128,179,1
264,user_careless,16,2026-04-20 10:52:25,Calculus,Q5561,Differential Equations,5,170,154,0
265,user_careless,16,2026-04-20 12:01:19,Calculus,Q7121,Differential Equations,2,242,202,0
266,user_careless,16,2026-04-21 10:15:41,Calculus,Q7343,Differential Equations,3,238,209,0
267,user_careless,16,2026-04-21 15:22:26,Calculus,Q1500,Differential Equations,2,96,171,0
268,user_careless,16,2026-04-21 17:24:23,Calculus,Q4823,Differential Equations,2,347,253,0
269,user_careless,16,2026-04-21 23:28:13,Calculus,Q2346,Differential Equations,4,256,192,1
270,user_careless,16,2026-04-22 07:58:24,Calculus,Q7966,Differential Equations,4,79,142,1
271,user_careless,1,2026-01-01 02:09:59,Calculus,Q2706,Integration Techniques,3,213,163,0
272,user_careless,1,2026-01-01 05:55:10,Calculus,Q2764,Integration Techniques,2,183,154,0
273,user_careless,1,2026-01-01 23:46:14,Calculus,Q6168,Integration Techniques,4,135,197,0
274,user_careless,1,2026-01-02 07:37:18,Calculus,Q2373,Integration Techniques,5,177,200,1
275,user_careless,1,2026-01-02 08:19:12,Calculus,Q9841,Integration Techniques,3,72,166,0
276,user_careless,1,2026-01-02 12:37:49,Calculus,Q5897,Integration Techniques,2,62,185,0
277,user_careless,1,2026-01-02 20:52:30,Calculus,Q5355,Integration Techniques,2,277,241,1
278,user_careless,1,2026-01-03 20:55:35,Calculus,Q4759,Integration Techniques,3,170,221,1
279,user_careless,1,2026-01-04 00:23:27,Calculus,Q5646,Integration Techniques,3,199,197,0
280,user_careless,1,2026-01-04 21:04:56,Calculus,Q1502,Integration Techniques,2,114,151,0
281,user_careless,1,2026-01-05 09:49:36,Calculus,Q7188,Integration Techniques,2,240,187,1
282,user_careless,1,2026-01-05 12:30:35,Calculus,Q4104,Integration Techniques,5,53,225,0
283,user_careless,1,2026-01-05 16:21:06,Calculus,Q3586,Integration Techniques,3,180,233,0
284,user_careless,1,2026-01-06 01:24:45,Calculus,Q4139,Integration Techniques,4,146,157,1
285,user_careless,1,2026-01-06 01:50:13,Calculus,Q3356,Integration Techniques,2,52,143,0
286,user_careless,1,2026-01-07 00:22:13,Calculus,Q2201,Integration Techniques,3,42,146,0
287,user_careless,1,2026-01-07 06:09:07,Calculus,Q3322,Integration Techniques,3,233,196,1
288,user_careless,1,2026-01-07 09:41:48,Calculus,Q5702,Integration Techniques,4,190,231,0
289,user_careless,2,2026-01-08 01:00:47,Calculus,Q9633,Integration Techniques,4,172,168,0
290,user_careless,2,2026-01-08 07:06:45,Calculus,Q2075,Integration Techniques,4,142,255,0
291,user_careless,2,2026-01-08 17:52:53,Calculus,Q3750,Integration Techniques,4,176,164,1
292,user_careless,2,2026-01-08 23:40:54,Calculus,Q1707,Integration Techniques,2,176,145,0
293,user_careless,2,2026-01-09 00:21:13,Calculus,Q2075,Integration Techniques,2,75,212,1
294,user_careless,2,2026-01-09 06:27:24,Calculus,Q3903,Integration Techniques,2,65,187,0
295,user_careless,2,2026-01-09 16:47:20,Calculus,Q5321,Integration Techniques,4,108,258,0
